"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","_WARN_","I_BAD","U_BAD","P_BAD1","P_BAD0","EM_EVENTPROBABILITY","EM_PROBABILITY","EM_CLASSIFICATION"
"           0","       25900","      145700","      211151","HomeImp","ProfExe","           6","           0","           0","182.17137213","           1","          27"," 38.48048457","","0","           0","0.0796306282","0.9203693718","0.0796306282","0.9203693718","0"
"           0","       25900","       80663","      122372","DebtCon","ProfExe","          10","           0","           1","133.66949395","           0","          18","26.573930791","","0","           0","0.0645867576","0.9354132424","0.0645867576","0.9354132424","0"
"           0","       25900","      152071","      185893","HomeImp","Self","           0","           0","           0","185.54351198","           0","          16","40.642278896","","0","           0","0.1183349479","0.8816650521","0.1183349479","0.8816650521","0"
"           0","       25900","3709.9131109","       85837","DebtCon","Other","          22","           0","           1","189.75535052","           0","          19","24.874615108","","0","           0","0.0688206045","0.9311793955","0.0688206045","0.9311793955","0"
"           1","       25900","       56784","       91401","DebtCon","Office","           2","           0","           1"," 90.16369704","           0","          23","34.098931734","","0","           0","0.1156146977","0.8843853023","0.1156146977","0.8843853023","0"
"           0","       25900","       58693","3443.2443886","DebtCon","Office","           1","           0","           1"," 94.12956341","           0","          23","32.127562739","","0","           0"," 0.078992746"," 0.921007254"," 0.078992746"," 0.921007254","0"
"           1","       25900","       21852","       57518","HomeImp","Other","           2","           0","           0","80.168479422","           2","          11","31.983686037","","0","           0","0.1207440157","0.8792559843","0.1207440157","0.8792559843","0"
"           0","       25900","       61064","       94714","DebtCon","Office","           2","           0","           0","98.809374842","           0","          23","34.565944252","","0","           0","0.0702529326","0.9297470674","0.0702529326","0.9297470674","0"
"           1","       26000","       43314","       71303","DebtCon","Other","           8","           0","           7","246.31867494","           3","          23","43.215233511","","1","           1","0.8845042489","0.1154957511","0.8845042489","0.8845042489","1"
"           0","4912.7825335","      150773","      179077","DebtCon","Other","           1","           0","           0","186.91446699","           0","          35","38.707779709","","0","           0","0.0683517543","0.9316482457","0.0683517543","0.9316482457","0"
"           0","22496.122854","      238005","      260479","HomeImp","Self","           5","           1","           0","242.29015949","           2","          51","35.457658789","","0","           0","0.0771357434","0.9228642566","0.0771357434","0.9228642566","0"
"           0","       26000","      100548","      207647","DebtCon","Other","          22","           0","           0","218.59599134","           0","          18"," 26.55949496","","0","           0","0.0389276768","0.9610723232","0.0389276768","0.9610723232","0"
"           0","       26000","      107291","      137426","DebtCon","Mgr","           9","           2","           0","191.57344003","           4","          18","40.767401412","","0","           0","0.2592322611","0.7407677389","0.2592322611","0.7407677389","0"
"           0","106.13296558","       45963","       74279","DebtCon","Other","10.808483144","           .","           0"," 295.6669448","           1","          29","37.917272876","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26000","14461.184421","      286283","HomeImp","ProfExe","           6","           .","           4","485.94535834","           .","          55","33.239355484","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26000","      139904","      172310","DebtCon","Other","           6","           1","           0","204.11441471","           0","          19"," 34.83482969","","0","           0","0.0878027413","0.9121972587","0.0878027413","0.9121972587","0"
"           0","       26000","       75034","      100852","DebtCon","Office","          10","           0","           0"," 152.3539807","           0","          20","36.356309397","","0","           0","0.0653903358","0.9346096642","0.0653903358","0.9346096642","0"
"           1","       26000","       79714","           .","DebtCon","ProfExe","           1","           0","           4","125.76666667","           0","          23","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       26000","      154000","      190000","","Other","           0","           0","           4","171.43333333","           3","          58","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26000","       58794","       91413","DebtCon","Other","           5","           0","           0","230.68023074","           0","          19","37.996923331","","0","           0","0.0781004116","0.9218995884","0.0781004116","0.9218995884","0"
"           0","       26000","      119553","101291.68617","DebtCon","Mgr","           5","           0","           0","290.75850449","           0","          24","36.977518905","","0","           0","0.0384002295","0.9615997705","0.0384002295","0.9615997705","0"
"           0","       26000","       81764","      118388","DebtCon","ProfExe","           9","           0","           0","130.19241813","           0","          18","28.154134662","","0","           0","0.0427409702","0.9572590298","0.0427409702","0.9572590298","0"
"           0","       26000","       20119","       54563","DebtCon","Other","          24","           0","           0","126.98795944","           0","          11","25.623638507","","0","           0"," 0.046578806"," 0.953421194"," 0.046578806"," 0.953421194","0"
"           0","       26000","       47067","       63292","DebtCon","Office","          17","           0","           0","174.62101544","           2","          21","33.673146444","","0","           0","0.0639573674","0.9360426326","0.0639573674","0.9360426326","0"
"           0","       26100","           .","       36277","DebtCon","Other","           9","           0","           .","79.331459835","           .","          13","20.517146277","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26100","       75164","      108483","DebtCon","Mgr","           7","           0","           0","300.83595806","           2","          28","30.071402046","","0","           0","0.0353463843","0.9646536157","0.0353463843","0.9646536157","0"
"           0","       26100","11968.933202","      182082","DebtCon","Sales","          18","           0","           0","304.85246909","           1","          31","33.193949357","","0","           0","0.1381734876","0.8618265124","0.1381734876","0.8618265124","0"
"           1","       26100","      150464","      203202","HomeImp","Other","          10","           0","           0","248.48194525","           1","          33","43.112190673","","0","           0","0.0927082265","0.9072917735","0.0927082265","0.9072917735","0"
"           0","       26100","           .","16649.469974","DebtCon","Other","           9","           0","           .","96.528316157","           .","          14","23.318650008","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26100","       80176","      113247","DebtCon","Mgr","           9","           0","           1","294.75203341","           1","          29"," 33.19212531","","0","           0","0.0640039941","0.9359960059","0.0640039941","0.9359960059","0"
"           0","       26100","           .","      151429","","","           .","           .","           .","           .","           .","           .","15.567001073","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26100","           .","      120470","DebtCon","Mgr","           7","           0","           0"," 161.2876716","           0","          27","34.130003661","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       26100","      103949","      208432","DebtCon","Other","          23","           0","           0","202.59264703","           0","          18","23.290234477","","0","           0","0.0316861788","0.9683138212","0.0316861788","0.9683138212","0"
"           0","       26100"," 9270.572519","       77841","DebtCon","Other","          21","           .","           0","286.44820425","           1","          31","41.173805047","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       26100","       73525","           .","DebtCon","Office","           3","           1","           .","106.65229841","           0","           6","22.508172514","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26100","       20566","       50534","DebtCon","Other","          24","           0","           0"," 140.5532102","           1","          10","24.098266761","","0","           0","0.0457575328","0.9542424672","0.0457575328","0.9542424672","0"
"           0","       26200","      105096","      136580","DebtCon","Mgr","           9","           2","           0","181.35859173","           4","          17","39.187361612","","0","           0"," 0.246711479"," 0.753288521"," 0.246711479"," 0.753288521","0"
"           0","       26200","       75096","61303.356704","DebtCon","Other","           4","           0","           0","107.17711768","           2","          31","38.552978748","","0","           0","0.1042206926","0.8957793074","0.1042206926","0.8957793074","0"
"           0","2114.0690269","       77952","91574.692178","DebtCon","Other","           5","           0","           0","90.016091544","           1","          31"," 39.39066028","","0","           0","0.1144219413","0.8855780587","0.1144219413","0.8855780587","0"
"           0","       26200","120855.60268","      245422","HomeImp","ProfExe","          28","           0","           0","343.78712232","           1","          18","38.113555937","","0","           0","0.0626818744","0.9373181256","0.0626818744","0.9373181256","0"
"           0","       26200","       72648","      123582","DebtCon","Office","           0","           1","           0","331.35288565","           0","          23","37.545837379","","0","           0","0.0755443295","0.9244556705","0.0755443295","0.9244556705","0"
"           0","       26200","       49323","       77160","DebtCon","Other","          23","           .","           1","286.18165514","           0","          29","39.676304649","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26200","      149599","      181869","DebtCon","Other","           1","           0","           0","204.02898979","           0","          35","39.800879561","","0","           0"," 0.068132479"," 0.931867521"," 0.068132479"," 0.931867521","0"
"           0","       26200","      100931","21107.609813","DebtCon","Office","          11","           0","           1","169.03209387","           0","          28","41.089569186","","0","           0","0.0919663235","0.9080336765","0.0919663235","0.9080336765","0"
"           1"," 6615.231265","       51599","       87148","DebtCon","Other","           .","           0","           0","129.93392053","           2","          19","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26200","      189252","      241754","DebtCon","Other","           9","           0","           0","97.314887744","           2","          25","40.312697726","","0","           0","0.1221057278","0.8778942722","0.1221057278","0.8778942722","0"
"           0","       26300","62713.035881","      122531","DebtCon","ProfExe","          10","           0","           1","128.48325812","           0","          18","27.837509605","","0","           0","0.0772755354","0.9227244646","0.0772755354","0.9227244646","0"
"           0","       26300","           .","       37310","HomeImp","Other","          26","           0","           0","92.855129432","           2","          15","27.217028651","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26300","       94337","      123054","DebtCon","ProfExe","           0","           1","           0","204.91733941","           2","          38","35.725852186","","0","           0","0.0912058679","0.9087941321","0.0912058679","0.9087941321","0"
"           0","       26300","      147600","      184207","DebtCon","ProfExe","           5","           0","           0","310.34814574","           0","          35","38.235086271","","0","           0","0.0399773686","0.9600226314","0.0399773686","0.9600226314","0"
"           0","       26300","      118304","      177819","DebtCon","Sales","          17","           0","           0","299.21725229","           1","          30","34.368269329","","0","           0","0.0953318415","0.9046681585","0.0953318415","0.9046681585","0"
"           0","       26300","       25685","       51023","DebtCon","Other","          35","           0","           0","261.47087199","           0","          23"," 40.08504815","","0","           0","0.0696511529","0.9303488471","0.0696511529","0.9303488471","0"
"           0","       26300","       52394","       93307","DebtCon","Other","          24","           0","           1","184.65609577","           0","          19"," 23.54869835","","0","           0","0.0512946748","0.9487053252","0.0512946748","0.9487053252","0"
"           0","       26300","       58369","       88124","DebtCon","Other","           7","           0","           0","234.22154725","           1","          20","37.158294824","","0","           0","0.0800582806","0.9199417194","0.0800582806","0.9199417194","0"
"           0","       26300","       52296","       91041","DebtCon","Other","          24","           1","           2","193.85371322","           0","          19","24.893781127","","0","           0","0.1349463143","0.8650536857","0.1349463143","0.8650536857","0"
"           0","       26300","           .","       51055","DebtCon","Other","           .","           .","           .","70.253394593","           .","          14","28.207435743","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26300","      114956","      147793","DebtCon","Office","           3","           .","           .","296.56015445","           2","          35","43.807293163","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26300","           .","       45913","DebtCon","Other","           .","           .","           .","92.577224078","           .","          13","27.924000892","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26300","           .","       43472","DebtCon","Other","           .","           .","           .","90.080326966","           .","          12","28.688500322","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26300","596.30471474","       79885","DebtCon","Other","           .","           1","           1"," 105.6387889","           2","          26","29.928636834","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26300","       78851","      109090","DebtCon","Office","           8","           0","           0","405.43042921","           0","          44","42.341626392","","0","           0","0.0396637067","0.9603362933","0.0396637067","0.9603362933","0"
"           0","       26300","      189302","35449.715227","DebtCon","Other","           7","           0","           0","106.60930741","           1","          26","42.769386705","","0","           0","0.0708423768","0.9291576232","0.0708423768","0.9291576232","0"
"           0","       26300","       94916","      127526","DebtCon","ProfExe","           0","           0","           0","195.84762449","           2","          37","36.018495649","","0","           0"," 0.064357441"," 0.935642559"," 0.064357441"," 0.935642559","0"
"           0","       26400","       43781","       66030","DebtCon","Office","2.2534823563","           0","           0"," 184.3849541","           2","          21","31.489905776","","0","           0","0.0598822916","0.9401177084","0.0598822916","0.9401177084","0"
"           0","       26400","       79163","      123792","DebtCon","Office","           0","           0","           0","310.61455492","           0","          24","38.109978597","","0","           0","0.0522161495","0.9477838505","0.0522161495","0.9477838505","0"
"           0","       26400","       73679","       98614","DebtCon","Office","          10","           0","           0","151.62870365","           0","          20","38.159622791","","0","           0","0.0738566589","0.9261433411","0.0738566589","0.9261433411","0"
"           0","       26400","      130672","70320.290463","DebtCon","ProfExe","4.9283325229","           0","           0","221.50683161","           3","          26","20.269918789","","0","           0","0.0180978929","0.9819021071","0.0180978929","0.9819021071","0"
"           0","       26400","      128413","      207302","DebtCon","ProfExe","           9","           0","           0","228.01513165","           3","          26","17.872195182","","0","           0","0.0222237756","0.9777762244","0.0222237756","0.9777762244","0"
"           0","       26400","      122105","      165000","DebtCon","Mgr","           1","           0","           0","       234.4","           2","          24","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26400","      153853","      188760","HomeImp","Self","           2","           0","           0","172.57083327","           0","          17"," 43.35819405","","0","           0","0.1414052912","0.8585947088","0.1414052912","0.8585947088","0"
"           0","       26400","      240907","      260638","HomeImp","Self"," 0.777988356","           1","           0","255.41551402","           3","          51","37.652919106","","0","           0"," 0.097398981"," 0.902601019"," 0.097398981"," 0.902601019","0"
"           0","       26400","      134642","      182719","DebtCon","Mgr","           0","           .","           .","122.45686327","           .","          39","32.698800459","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26400","       44333","       68945","DebtCon","Office","          18","           0","           0","173.49539211","           2","          21","32.349412052","","0","           0","0.0599576323","0.9400423677","0.0599576323","0.9400423677","0"
"           0","       26400","      220432","      283978","HomeImp","ProfExe","           6","           .","           5","480.35601368","           .","          56","33.714239099","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26400","      196412","      250164","DebtCon","Other","           9","           0","           0","97.278349271","           1","          26","42.334245998","","0","           0","0.1213662621","0.8786337379","0.1213662621","0.8786337379","0"
"           0","       26400","       59288","       87753","DebtCon","Other","           8","           1","           1","145.88249239","           3","          29","38.972486705","","0","           0","0.2801916837","0.7198083163","0.2801916837","0.7198083163","0"
"           0","       26500","       29751","       57501","","Office","           1","           0","           0","114.35918901","           2","           7","37.075471865","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26500","       23742","       77878","DebtCon","Other","           .","           2","           1"," 99.37716841","           2","          26","28.876723751","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","24597.885483","      145393","      187324","HomeImp","Self","           3","           0","           0","194.22774484","           1","          16","40.854864993","","0","           0","0.1342016565","0.8657983435","0.1342016565","0.8657983435","0"
"           0","1796.7903257","           .","       63918","DebtCon","Other","          25","           0","           0","135.44094715","           0","           8","20.161387851","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26500","       63345","      100332","DebtCon","Other","6.1375480844","           0","           0","139.51054588","           0","          30","38.427444569","","0","           0","0.0884758659","0.9115241341","0.0884758659","0.9115241341","0"
"           0","       26500","      240782","      267675","HomeImp","Self","           6","           0","           0","229.30702576","           1","          50","37.740918996","","0","           0","0.0544813496","0.9455186504","0.0544813496","0.9455186504","0"
"           0","       26500","           .","       38964","DebtCon","Other","8.7147373719","           1","           .","102.75290244","           .","          14","20.353582085","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26500","      112059","      179599","DebtCon","Sales","          15","           0","           0"," 313.2053014","           0","          30","36.359104168","","0","           0","0.0974118201","0.9025881799","0.0974118201","0.9025881799","0"
"           0","       26500","       77198","      131090","DebtCon","Office","           0","           0","           0","312.90880367","           0","          24","37.830163787","","0","           0","0.0524723853","0.9475276147","0.0524723853","0.9475276147","0"
"           0","       26500","           .","       64211","DebtCon","Other","          26","           0","           0"," 127.4120114","           0","          10","22.289490827","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26500","       84769","      127773","DebtCon","Other","           2","           0","           0","190.86047721","           2","          25","42.031639133","","0","           0","0.1316359995","0.8683640005","0.1316359995","0.8683640005","0"
"           1","       26500","       61223","       92255","DebtCon","Other","0.0642947164","           0","           1","214.03253889","           0","          17","1.8555399803","","0","           0","0.0117043851","0.9882956149","0.0117043851","0.9882956149","0"
"           0","       26500","       34678","       68000","DebtCon","Mgr","          14","           1","           0","        88.3","           6","          16","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","11431.443815","       14000","       45000","DebtCon","Other","           0","           0","           0","195.23333333","           1","           7","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       26500","       82859","           .","HomeImp","Office","         0.4","           2","           0","       177.5","           0","          22","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26500","       76599","      119041","DebtCon","Other","           4","           0","           0","97.265658469","           1","          31"," 40.12650973","","0","           0","0.1218563635","0.8781436365","0.1218563635","0.8781436365","0"
"           0","       26500","34362.231137","      165451","DebtCon","Other","4.9597619534","           1","           0","225.32367218","           1","          19","35.734856373","","0","           0","0.1547388251","0.8452611749","0.1547388251","0.8452611749","0"
"           0","19897.935425","           .","       61089","DebtCon","Other","   12.280104","           0","           0","144.19203429","           0","           9","22.813867857","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26500","       47820","       76159","DebtCon","Other","          24","           .","           0","282.44500782","           0","          30","41.288882375","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26500","           .","      122693","DebtCon","Mgr","           9","           0","           0","153.94242808","           0","          27","32.200811209","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       26600","       62895","      103000","DebtCon","Self","           1","           0","           5","187.46666667","           2","          34","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26600","      148986","      175750","DebtCon","Other","           1","           0","           0","197.39171326","           0","          35","40.514989578","","0","           0","0.0715666889","0.9284333111","0.0715666889","0.9284333111","0"
"           0","       26600","       61151","       97072","DebtCon","Other","          16","           0","           1","133.44811044","           0","          29","39.229711537","","0","           0","0.1470722283","0.8529277717","0.1470722283","0.8529277717","0"
"           0","       26600","62528.022425","      131913","DebtCon","ProfExe","           0","           1","           0","187.14082357","           2","          37","35.270113219","","0","           0","0.1101859748","0.8898140252","0.1101859748","0.8898140252","0"
"           0","       26600","       78491","      121598","DebtCon","Other","           4","           1","           0","84.583010054","           1","          33","41.342343086","","0","           0","0.1925226212","0.8074773788","0.1925226212","0.8074773788","0"
"           0","       26600","      140561","      208775","HomeImp","ProfExe","           5","           0","           0","197.52410245","           1","          27","36.878389116","","0","           0","0.0703452386","0.9296547614","0.0703452386","0.9296547614","0"
"           1","17450.232739","84061.025883","      115850","DebtCon","Sales","           2","           0","           0","137.53887762","           2","          37","42.571889924","","0","           0","0.2520478676","0.7479521324","0.2520478676","0.7479521324","0"
"           0","       26600","       49610","       78355","DebtCon","Other","          23","           .","           0","278.60356404","           0","          30","39.529903612","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","16479.661183","82163.719362","      165316","DebtCon","Mgr","           1","           0","           0","236.06597186","           2","          23","36.939319169","","0","           0","0.0847289635","0.9152710365","0.0847289635","0.9152710365","0"
"           0","       26600","      122501","      153280","DebtCon","Mgr","           2","           0","           0","289.58172299","           0","          25","38.129711796","","0","           0","0.0479934404","0.9520065596","0.0479934404","0.9520065596","0"
"           0","       26700","      146193","      185200","DebtCon","ProfExe","          11","           0","           0"," 156.2294564","           0","          36","39.210272093","","0","           0"," 0.060956032"," 0.939043968"," 0.060956032"," 0.939043968","0"
"           0","       26700","       40785","       75601","DebtCon","Mgr","          14","           1","           0","98.240520895","           5","          15","34.154228193","","0","           0","0.1906387361","0.8093612639","0.1906387361","0.8093612639","0"
"           0","       26700","      144243","      176096","DebtCon","Other","           1","           0","           0","194.67979612","           0","          34","40.479243579","","0","           0","0.0743575605","0.9256424395","0.0743575605","0.9256424395","0"
"           0","       26700","       73468","      108774","DebtCon","ProfExe"," 6.804707209","           0","           0","290.08059139","           1","          32","39.042204499","","0","           0","0.0587963157","0.9412036843","0.0587963157","0.9412036843","0"
"           0","       26700","           .","      120179","DebtCon","Mgr","           8","           0","           0","   162.12582","           0","          27","35.095519931","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26700","       81968","      114647","DebtCon","ProfExe","          10","           0","           1","126.70731968","           0","          19","27.056726972","","0","           0"," 0.065160355"," 0.934839645"," 0.065160355"," 0.934839645","0"
"           0","       26700","       23361","       55483","DebtCon","Other","          36","           0","           0","280.80760568","           1","          23","39.891654292","","0","           0","0.0751528147","0.9248471853","0.0751528147","0.9248471853","0"
"           0","       26700","      186185","      233480","DebtCon","ProfExe","           0","           0","           0","290.57883702","           1","          32","41.741201045","","0","           0","0.0619132729","0.9380867271","0.0619132729","0.9380867271","0"
"           0","       26700","      129559","      170042","DebtCon","Mgr","           1","           0","           0","232.64617336","           1","          24","34.117532893","","0","           0","0.0492705436","0.9507294564","0.0492705436","0.9507294564","0"
"           0","       26700","       18590","38167.748197","DebtCon","Other","          25","           0","           0","111.99557084","           1","          11","22.959806769","","0","           0","0.0435048914","0.9564951086","0.0435048914","0.9564951086","0"
"           0","       26800","      149729","      183027","DebtCon","ProfExe","           7","           0","           0","331.25655711","           0","          34","37.000883221","","0","           0","0.0342658407","0.9657341593","0.0342658407","0.9657341593","0"
"           0","       26800","      133594","161030.24565","DebtCon","Other","           8","           0","           0","  215.968328","           1","          19","36.946997493","","0","           0","0.0721777325","0.9278222675","0.0721777325","0.9278222675","0"
"           0","       26800","      145772","      193135","DebtCon","ProfExe","          12","           0","           0","147.93879535","           0","          36","40.904321038","","0","           0","0.0710475529","0.9289524471","0.0710475529","0.9289524471","0"
"           0","       26800","       96895","      144482","DebtCon","Mgr","          23","           0","           0","201.96787517","           0","          13","40.162160653","","0","           0"," 0.076830009"," 0.923169991"," 0.076830009"," 0.923169991","0"
"           0","       26800","      148471","22064.475364","DebtCon","ProfExe","           4","           0","           0","323.26238295","           0","          35","37.272271308","","0","           0","0.0225007438","0.9774992562","0.0225007438","0.9774992562","0"
"           0","       26800","      139309","      166621","DebtCon","Other","           5","           0","           0","217.21148262","           0","          20"," 35.18585706","","0","           0","0.0562936095","0.9437063905","0.0562936095","0.9437063905","0"
"           1","       26800","80435.623551","      128923","DebtCon","Mgr","           7","           2","           1","114.46195526","           7","          16","2.8302971697","","0","           0","0.0760456471","0.9239543529","0.0760456471","0.9239543529","0"
"           0","       26800","      124199","      166404","DebtCon","Mgr","           1","           0","           0","243.94209954","           2","          23","34.509656884","","0","           0","0.0570821268","0.9429178732","0.0570821268","0.9429178732","0"
"           0","       26800","       46236","       62711","DebtCon","Office","          17","           0","           0","175.07505804","           1","          22","33.059933638","","0","           0","0.0536235827","0.9463764173","0.0536235827","0.9463764173","0"
"           0","       26800","       35485","       74949","DebtCon","Mgr","          14","           0","           0","84.766624812","           5","          15","36.191458547","","0","           0","0.1564081174","0.8435918826","0.1564081174","0.8435918826","0"
"           0","       26800","      145745","      211400","HomeImp","ProfExe","           6","           0","           0","184.71163469","           1","          27","39.848391232","","0","           0","0.0864917587","0.9135082413","0.0864917587","0.9135082413","0"
"           0"," 16312.27248","10846.335587","      282068","HomeImp","ProfExe","           5","           .","           4","476.72828095","           .","          55","31.181661193","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       26800","      138216","      170052","DebtCon","ProfExe","          10","           0","           0","199.73871138","           1","          29","76.421478047","","1","           1","0.5113573748","0.4886426252","0.5113573748","0.5113573748","1"
"           1","       26800","       18459","       53907","DebtCon","Other","           0","           0","           0","200.41702708","           0","           6","71.512110567","","1","           1"," 0.575049981"," 0.424950019"," 0.575049981"," 0.575049981","1"
"           0","       26900","       74982","      126972","DebtCon","Office","           0","           0","           0","315.81891124","           0","          23","38.325989849","","0","           0","0.0543853349","0.9456146651","0.0543853349","0.9456146651","0"
"           0","21707.759552","           .","       35397","DebtCon","Other","           7","           0","           .","85.250840722","           .","          13","20.837255468","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26900","       69446","      104590","DebtCon","ProfExe","2.5224740843","           0","           0","287.27599243","           1","          32","41.499060427","","0","           0","0.0720424671","0.9279575329","0.0720424671","0.9279575329","0"
"           0","       26900","       57414","71802.448927","DebtCon","Office","           0","           0","           0","70.281905709","           0","          22","34.396301781","","0","           0","0.0725973764","0.9274026236","0.0725973764","0.9274026236","0"
"           0","       26900","62098.582674","      145440","DebtCon","Office","           4","           .","           .","294.70019205","           2","          36","43.908645333","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       26900","       69000","      106500","DebtCon","Sales","         0.6","           0","           1","       115.7","           2","          19","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26900","       67144","66861.745306","DebtCon","Other","6.7897583427","           0","           0","89.112173485","           1","          17","32.791478032","","0","           0","0.0803733507","0.9196266493","0.0803733507","0.9196266493","0"
"           0","       26900","       47882","       78854","DebtCon","Other","          11","           0","           0","132.34739209","           0","          19","41.130706684","","0","           0","0.1190422325","0.8809577675","0.1190422325","0.8809577675","0"
"           0","       26900","       98324","      129210","DebtCon","ProfExe","           0","           1","           0","185.20581113","           3","          38","34.650649126","","0","           0","0.1000936511","0.8999063489","0.1000936511","0.8999063489","0"
"           0","       26900","       54071","       85557","DebtCon","Office","           0","           0","           2","91.209976228","           0","          22","34.597191903","","0","           0","0.1921482484","0.8078517516","0.1921482484","0.8078517516","0"
"           1","       26900","      113724","      151969","DebtCon","Office","           4","           .","           .","294.89276272","           1","          36","42.397248986","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26900","       72848","      101736","DebtCon","Office","          10","           0","           0"," 131.4096343","           0","          21","36.369027462","","0","           0","0.0689019934","0.9310980066","0.0689019934","0.9310980066","0"
"           0","       26900","       45763","       73797","DebtCon","Other","12.710364007","           .","           0","291.59168152","           1","          29","39.370858155","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       26900","      215692","      286555","HomeImp","ProfExe","           8","           .","           5"," 468.1781224","           .","          55"," 30.55300542","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","9968.0599109","       79218","      115721","DebtCon","Other","           9","           0","           0"," 280.3437201","           0","          35","33.227763077","","0","           0","0.0408234455","0.9591765545","0.0408234455","0.9591765545","0"
"           0","5742.3583021","       77910","      117590","DebtCon","Other","           4","           0","           0","91.874211097","           2","          31","38.497154977","","0","           0","0.1290252262","0.8709747738","0.1290252262","0.8709747738","0"
"           0","       27000","       50375","       70656","DebtCon","Other","4.9790201322","           0","           0","125.71604137","           1","          20","43.133844895","","0","           0","0.1515499993","0.8484500007","0.1515499993","0.8484500007","0"
"           0","       27000","       13718","       35684","DebtCon","Other","          16","           2","           0","122.29444677","           1","          18","24.355759583","","0","           0","0.1051796613","0.8948203387","0.1051796613","0.8948203387","0"
"           0","       27000","      144901","      178093","DebtCon","ProfExe","           7","           0","           0"," 331.1139721","           0","          34","40.566551898","","0","           0","0.0442344257","0.9557655743","0.0442344257","0.9557655743","0"
"           1","       27000","       45482","       77000","DebtCon","Office","         0.8","           0","           0","       164.3","           3","          19","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       27000","      124000","      162000","DebtCon","Other","         0.8","           0","           2","166.36666667","           1","          34","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
